seq,symbol,side,type,price,qty,peak_qty,order_id,action,ref_id
1599,NVDA,SELL,LIMIT,183.47,70,,1494,NEW,
1600,GOOGL,,,,,,,CANCEL,589
1601,NVDA,SELL,LIMIT,183.51,96,,1495,NEW,
1602,AMZN,BUY,ICEBERG,199.44,1773,145,1496,NEW,
1603,AAPL,,,256.97,62,,,AMEND,974
1604,SPY,BUY,LIMIT,681.84,68,,1497,NEW,
1605,SPY,BUY,FOK,681.8,94,,1498,NEW,
1606,SPY,BUY,MARKET,,25,,1499,NEW,
1607,SPY,BUY,LIMIT,681.84,34,,1500,NEW,
1608,GOOGL,BUY,LIMIT,304.83,17,,1501,NEW,
1609,GOOGL,,,,,,,CANCEL,601
1610,META,,,,,,,CANCEL,352
1611,NVDA,SELL,ICEBERG,183.52,1903,131,1502,NEW,
1612,GOOGL,BUY,LIMIT,304.75,64,,1503,NEW,
1613,AAPL,SELL,ICEBERG,256.97,813,97,1504,NEW,
1614,TSLA,BUY,LIMIT,420,10,,1505,NEW,
1615,TSLA,,,420.13,1,,,AMEND,482
1616,NVDA,BUY,LIMIT,183.35,36,,1506,NEW,
1617,AAPL,,,,,,,CANCEL,209
1618,SPY,,,682.02,1,,,AMEND,887
1619,GOOGL,BUY,LIMIT,304.85,623,,1507,NEW,
1620,MSFT,BUY,IOC,402.74,78,,1508,NEW,
1621,NVDA,BUY,LIMIT,183.23,811,,1509,NEW,
1622,AAPL,BUY,ICEBERG,256.89,1362,149,1510,NEW,
1623,TSLA,SELL,IOC,420.31,78,,1511,NEW,
1624,NVDA,,,,,,,CANCEL,1217
1625,TSLA,BUY,ICEBERG,420.29,1506,31,1512,NEW,
1626,AMZN,,,199.5,537,,,AMEND,926
1627,META,,,,,,,CANCEL,1315
1628,META,SELL,IOC,637.07,27,,1513,NEW,
1629,MSFT,BUY,LIMIT,402.78,318,,1514,NEW,
1630,MSFT,,,402.79,54,,,AMEND,447
1631,TSLA,BUY,ICEBERG,420.22,926,133,1515,NEW,
1632,META,,,636.85,46,,,AMEND,249
1633,GOOGL,SELL,LIMIT,304.99,98,,1516,NEW,
1634,META,SELL,ICEBERG,637.08,566,176,1517,NEW,
1635,SPY,SELL,LIMIT,682.27,58,,1518,NEW,
1636,AAPL,BUY,MARKET,,26,,1519,NEW,
1637,NVDA,SELL,LIMIT,183.17,73,,1520,NEW,
1638,NVDA,BUY,LIMIT,183.18,5,,1521,NEW,
1639,AMZN,SELL,LIMIT,199.6,44,,1522,NEW,
1640,SPY,SELL,LIMIT,682.13,81,,1523,NEW,
1641,NVDA,BUY,LIMIT,183.19,37,,1524,NEW,
1642,AAPL,SELL,IOC,256.89,18,,1525,NEW,
1643,META,SELL,LIMIT,637.18,33,,1526,NEW,
1644,MSFT,SELL,LIMIT,402.96,37,,1527,NEW,
1645,GOOGL,BUY,LIMIT,304.83,52,,1528,NEW,
1646,MSFT,BUY,FOK,402.7,97,,1529,NEW,
1647,SPY,BUY,IOC,681.95,51,,1530,NEW,
1648,SPY,,,681.9,559,,,AMEND,23461
1649,SPY,SELL,LIMIT,682.04,44,,1531,NEW,
1650,META,BUY,ICEBERG,636.77,1994,98,1532,NEW,
1651,META,BUY,MARKET,,50,,1533,NEW,
1652,MSFT,BUY,FOK,402.55,52,,1534,NEW,
1653,MSFT,SELL,ICEBERG,402.54,750,190,1535,NEW,
1654,AAPL,BUY,ICEBERG,256.75,491,36,1536,NEW,
1655,AAPL,SELL,IOC,256.82,90,,1537,NEW,
1656,TSLA,BUY,LIMIT,420.31,38,,1538,NEW,
1657,AMZN,SELL,ICEBERG,199.64,496,21,1539,NEW,
1658,AMZN,BUY,LIMIT,199.58,50,,1540,NEW,
1659,MSFT,BUY,LIMIT,402.31,16,,1541,NEW,
1660,SPY,BUY,LIMIT,681.78,71,,1542,NEW,
1661,META,BUY,LIMIT,636.34,80,,1543,NEW,
1662,META,,,,,,,CANCEL,1383
1663,AMZN,,,,,,,CANCEL,1063
1664,AAPL,SELL,LIMIT,256.81,72,,1544,NEW,
1665,MSFT,SELL,IOC,402.34,63,,1545,NEW,
1666,META,BUY,MARKET,,35,,1546,NEW,
1667,NVDA,BUY,LIMIT,183.15,20,,1547,NEW,
1668,AMZN,,,,,,,CANCEL,658
1669,NVDA,BUY,ICEBERG,183.22,230,195,1548,NEW,
1670,NVDA,BUY,IOC,183.25,53,,1549,NEW,
1671,AAPL,SELL,FOK,256.91,91,,1550,NEW,
1672,META,SELL,FOK,636.75,794,,1551,NEW,
1673,META,SELL,FOK,636.79,523,,1552,NEW,
1674,AMZN,BUY,MARKET,,32,,1553,NEW,
1675,AMZN,SELL,LIMIT,199.61,20,,1554,NEW,
1676,META,SELL,FOK,636.7,79,,1555,NEW,
1677,AAPL,BUY,ICEBERG,256.81,579,31,1556,NEW,
1678,GOOGL,,,,,,,CANCEL,567
1679,TSLA,SELL,FOK,420.5,24,,1557,NEW,
1680,TSLA,SELL,FOK,420.38,68,,1558,NEW,
1681,GOOGL,SELL,ICEBERG,305,1631,73,1559,NEW,
1682,TSLA,,,,,,,CANCEL,573
1683,MSFT,SELL,ICEBERG,402.39,1861,98,1560,NEW,
1684,SPY,BUY,LIMIT,681.88,56,,1561,NEW,
1685,SPY,SELL,LIMIT,682.08,64,,1562,NEW,
1686,MSFT,SELL,LIMIT,402.26,36,,1563,NEW,
1687,GOOGL,,,305.01,77,,,AMEND,619
1688,META,SELL,FOK,636.59,238,,1564,NEW,
1689,MSFT,BUY,FOK,402.1,82,,1565,NEW,
1690,AAPL,BUY,FOK,256.82,88,,1566,NEW,
1691,NVDA,SELL,ICEBERG,183.33,500,164,1567,NEW,
1692,META,BUY,IOC,636.21,41,,1568,NEW,
1693,AMZN,SELL,ICEBERG,199.62,503,127,1569,NEW,
1694,SPY,,,,,,,CANCEL,70
1695,AAPL,SELL,ICEBERG,256.9,1692,141,1570,NEW,
1696,TSLA,BUY,ICEBERG,420.17,739,90,1571,NEW,
1697,MSFT,,,402.15,70,,,AMEND,189
1698,META,SELL,LIMIT,636.77,93,,1572,NEW,
1699,META,,,,,,,CANCEL,1285
1700,MSFT,,,,,,,CANCEL,31079
1701,AMZN,BUY,LIMIT,199.52,59,,1573,NEW,
1702,AAPL,,,256.91,33,,,AMEND,75
1703,TSLA,SELL,ICEBERG,420.14,419,169,1574,NEW,
1704,AAPL,,,,,,,CANCEL,631
1705,META,,,636.59,676,,,AMEND,1038
1706,NVDA,SELL,LIMIT,183.36,42,,1575,NEW,
1707,AMZN,,,,,,,CANCEL,744
1708,NVDA,SELL,ICEBERG,183.28,219,25,1576,NEW,
1709,AMZN,BUY,FOK,199.53,65,,1577,NEW,
1710,GOOGL,BUY,LIMIT,304.95,13,,1578,NEW,
1711,AMZN,BUY,ICEBERG,199.55,838,114,1579,NEW,
1712,NVDA,SELL,LIMIT,183.27,59,,1580,NEW,
1713,NVDA,SELL,MARKET,,79,,1581,NEW,
1714,MSFT,,,,,,,CANCEL,976
1715,META,,,,,,,CANCEL,950
1716,AAPL,BUY,ICEBERG,256.83,582,171,1582,NEW,
1717,TSLA,SELL,MARKET,,90,,1583,NEW,
1718,AAPL,,,,,,,CANCEL,572
1719,META,BUY,ICEBERG,636.45,675,57,1584,NEW,
1720,SPY,SELL,IOC,681.89,63,,1585,NEW,
1721,TSLA,SELL,LIMIT,420.52,20,,1586,NEW,
1722,GOOGL,,,,,,,CANCEL,704
1723,AAPL,,,,,,,CANCEL,989
1724,GOOGL,BUY,IOC,304.92,38,,1587,NEW,
1725,NVDA,,,,,,,CANCEL,148
1726,NVDA,SELL,ICEBERG,183.23,716,90,1588,NEW,
1727,SPY,SELL,LIMIT,681.95,71,,1589,NEW,
1728,AAPL,SELL,ICEBERG,256.83,1977,61,1590,NEW,
1729,TSLA,BUY,LIMIT,420.33,48,,1591,NEW,
1730,GOOGL,BUY,MARKET,,7,,1592,NEW,
1731,META,BUY,FOK,636.83,79,,1593,NEW,
1732,META,BUY,LIMIT,637.07,54,,1594,NEW,
1733,GOOGL,BUY,ICEBERG,305.09,1256,183,1595,NEW,
1734,AMZN,SELL,LIMIT,199.59,47,,1596,NEW,
1735,MSFT,BUY,LIMIT,402.18,26,,1597,NEW,
1736,NVDA,BUY,MARKET,,39,,1598,NEW,
1737,AAPL,BUY,MARKET,,2,,1599,NEW,
1738,AMZN,BUY,LIMIT,199.55,46,,1600,NEW,
1739,NVDA,BUY,LIMIT,183.12,53,,1601,NEW,
1740,MSFT,,,,,,,CANCEL,1328
1741,AAPL,SELL,LIMIT,256.92,16,,1602,NEW,
1742,GOOGL,,,305.08,89,,,AMEND,1595
1743,SPY,,,,,,,CANCEL,1400
1744,META,SELL,LIMIT,637.17,7,,1603,NEW,
1745,MSFT,BUY,LIMIT,402.16,10,,1604,NEW,
1746,AMZN,SELL,ICEBERG,199.59,1335,61,1605,NEW,
1747,AMZN,SELL,FOK,199.57,17,,1606,NEW,
1748,GOOGL,SELL,IOC,305.3,65,,1607,NEW,
1749,TSLA,,,,,,,CANCEL,849
1750,AMZN,SELL,FOK,199.49,49,,1608,NEW,
1751,AAPL,BUY,LIMIT,256.85,43,,1609,NEW,
1752,META,,,636.96,68,,,AMEND,487
1753,SPY,BUY,FOK,681.81,42,,1610,NEW,
1754,GOOGL,BUY,IOC,305.24,2,,1611,NEW,
1755,SPY,BUY,IOC,681.6,19,,1612,NEW,
1756,GOOGL,SELL,LIMIT,305.31,50,,1613,NEW,
1757,GOOGL,SELL,MARKET,,75,,1614,NEW,
1758,META,BUY,LIMIT,637.39,30,,1615,NEW,
1759,META,SELL,IOC,637.94,40,,1616,NEW,
1760,NVDA,,,183.19,71,,,AMEND,496
1761,AAPL,,,,,,,CANCEL,180
1762,TSLA,,,420.35,77,,,AMEND,276
1763,TSLA,,,,,,,CANCEL,513
1764,MSFT,,,402.15,17,,,AMEND,420
1765,META,BUY,FOK,638.01,58,,1617,NEW,
1766,MSFT,,,402.3,87,,,AMEND,816
1767,MSFT,,,,,,,CANCEL,400
1768,GOOGL,SELL,IOC,305.3,70,,1618,NEW,
1769,TSLA,SELL,ICEBERG,420.51,704,19,1619,NEW,
1770,TSLA,BUY,IOC,420.36,29,,1620,NEW,
1771,NVDA,,,,,,,CANCEL,1031
1772,TSLA,,,,,,,CANCEL,733
1773,GOOGL,BUY,LIMIT,305.08,30,,1621,NEW,
1774,MSFT,,,402.16,27,,,AMEND,1358
1775,SPY,SELL,LIMIT,681.83,96,,1622,NEW,
1776,NVDA,BUY,LIMIT,183.23,62,,1623,NEW,
1777,SPY,BUY,LIMIT,681.63,93,,1624,NEW,
1778,NVDA,SELL,LIMIT,183.25,24,,1625,NEW,
1779,AAPL,BUY,LIMIT,256.8,58,,1626,NEW,
1780,NVDA,BUY,LIMIT,183.18,26,,1627,NEW,
1781,META,,,637.99,54,,,AMEND,315
1782,META,BUY,FOK,637.85,912,,1628,NEW,
1783,NVDA,BUY,LIMIT,183.2,43,,1629,NEW,
1784,AAPL,SELL,LIMIT,256.9,1,,1630,NEW,
1785,AAPL,SELL,LIMIT,256.92,81,,1631,NEW,
1786,GOOGL,BUY,LIMIT,305.06,824,,1632,NEW,
1787,SPY,BUY,MARKET,,1,,1633,NEW,
1788,NVDA,,,,,,,CANCEL,1398
1789,GOOGL,SELL,IOC,305.09,31,,1634,NEW,
1790,GOOGL,,,,,,,CANCEL,521
1791,SPY,SELL,LIMIT,682.02,54,,1635,NEW,
1792,AAPL,BUY,FOK,256.81,77,,1636,NEW,
1793,TSLA,SELL,ICEBERG,420.63,1017,83,1637,NEW,
1794,AAPL,SELL,LIMIT,256.89,460,,1638,NEW,
1795,NVDA,SELL,LIMIT,183.27,42,,1639,NEW,
1796,NVDA,SELL,LIMIT,183.41,52,,1640,NEW,
1797,META,SELL,FOK,638.24,71,,1641,NEW,
1798,NVDA,,,183.42,60,,,AMEND,583
1799,MSFT,SELL,LIMIT,402.37,15,,1642,NEW,
1800,TSLA,BUY,MARKET,,97,,1643,NEW,
1801,NVDA,SELL,LIMIT,183.53,333,,1644,NEW,
1802,GOOGL,SELL,ICEBERG,305.11,516,111,1645,NEW,
1803,TSLA,,,420.74,22,,,AMEND,715
1804,MSFT,BUY,ICEBERG,402.34,789,14,1646,NEW,
1805,AAPL,,,,,,,CANCEL,1011
1806,NVDA,,,,,,,CANCEL,726
1807,META,BUY,ICEBERG,638.28,1504,27,1647,NEW,
1808,MSFT,BUY,MARKET,,33,,1648,NEW,
1809,GOOGL,SELL,LIMIT,305.18,6,,1649,NEW,
1810,AMZN,,,,,,,CANCEL,1046
1811,AMZN,,,,,,,CANCEL,692
1812,AAPL,BUY,ICEBERG,256.78,1989,53,1650,NEW,
1813,NVDA,SELL,LIMIT,183.46,36,,1651,NEW,
1814,AAPL,SELL,IOC,256.95,62,,1652,NEW,
1815,AMZN,BUY,LIMIT,199.42,45,,1653,NEW,
1816,AMZN,BUY,LIMIT,199.49,3,,1654,NEW,
1817,GOOGL,SELL,IOC,305.27,76,,1655,NEW,
1818,AMZN,BUY,FOK,199.42,37,,1656,NEW,
1819,AMZN,BUY,LIMIT,199.45,63,,1657,NEW,
1820,GOOGL,,,305.27,26,,,AMEND,1457
1821,TSLA,,,,,,,CANCEL,1637
1822,TSLA,,,,,,,CANCEL,1571
1823,NVDA,SELL,FOK,183.52,30,,1658,NEW,
1824,NVDA,SELL,LIMIT,183.48,64,,1659,NEW,
1825,TSLA,BUY,LIMIT,420.58,53,,1660,NEW,
1826,AAPL,BUY,LIMIT,256.83,401,,1661,NEW,
1827,META,BUY,MARKET,,62,,1662,NEW,
1828,AMZN,SELL,LIMIT,199.52,47,,1663,NEW,
1829,AMZN,SELL,LIMIT,199.46,50,,1664,NEW,
1830,MSFT,SELL,MARKET,,84,,1665,NEW,
1831,AMZN,BUY,IOC,199.38,54,,1666,NEW,
1832,AAPL,,,,,,,CANCEL,256
1833,META,SELL,LIMIT,638.12,98,,1667,NEW,
1834,MSFT,,,402.44,72,,,AMEND,1165
1835,META,BUY,FOK,637.92,32,,1668,NEW,
1836,META,SELL,LIMIT,638.51,12,,1669,NEW,
1837,META,,,,,,,CANCEL,599
1838,AAPL,,,256.85,38,,,AMEND,239
1839,MSFT,BUY,LIMIT,402.25,13,,1670,NEW,
1840,SPY,SELL,LIMIT,681.99,11,,1671,NEW,
1841,NVDA,,,,,,,CANCEL,660
1842,AAPL,BUY,IOC,256.81,809,,1672,NEW,
1843,AMZN,BUY,MARKET,,86,,1673,NEW,
1844,TSLA,SELL,IOC,420.9,20,,1674,NEW,
1845,GOOGL,,,,,,,CANCEL,478
1846,SPY,SELL,FOK,682.03,56,,1675,NEW,
1847,AAPL,BUY,ICEBERG,256.7,574,92,1676,NEW,
1848,META,,,,,,,CANCEL,801
1849,GOOGL,SELL,LIMIT,305.23,57,,1677,NEW,
1850,SPY,BUY,IOC,681.65,81,,1678,NEW,
1851,MSFT,BUY,ICEBERG,402.27,613,45,1679,NEW,
1852,GOOGL,SELL,MARKET,,38,,1680,NEW,
1853,AMZN,BUY,LIMIT,199.49,57,,1681,NEW,
1854,AAPL,BUY,IOC,256.71,14,,1682,NEW,
1855,AAPL,SELL,LIMIT,256.79,12,,1683,NEW,
1856,SPY,SELL,IOC,681.92,56,,1684,NEW,
1857,AAPL,,,256.78,94,,,AMEND,36
1858,AAPL,,,,,,,CANCEL,1149
1859,MSFT,SELL,LIMIT,402.32,70,,1685,NEW,
1860,AMZN,SELL,IOC,199.56,29,,1686,NEW,
1861,NVDA,SELL,LIMIT,183.57,82,,1687,NEW,
1862,SPY,,,681.73,23,,,AMEND,985
1863,TSLA,BUY,LIMIT,420.76,1,,1688,NEW,
1864,SPY,SELL,LIMIT,681.75,11,,1689,NEW,
1865,AAPL,BUY,MARKET,,59,,1690,NEW,
1866,NVDA,BUY,LIMIT,183.41,365,,1691,NEW,
1867,AMZN,BUY,ICEBERG,199.59,438,29,1692,NEW,
1868,TSLA,BUY,LIMIT,420.94,737,,1693,NEW,
1869,AAPL,BUY,ICEBERG,256.69,1495,88,1694,NEW,
1870,SPY,BUY,FOK,681.46,99,,1695,NEW,
1871,NVDA,,,,,,,CANCEL,441
1872,NVDA,SELL,LIMIT,183.41,52,,1696,NEW,
1873,AMZN,BUY,LIMIT,199.56,48,,1697,NEW,
1874,TSLA,SELL,FOK,420.97,36,,1698,NEW,
1875,SPY,BUY,LIMIT,681.35,26,,1699,NEW,
1876,AMZN,SELL,ICEBERG,199.67,263,92,1700,NEW,
1877,META,SELL,FOK,638.53,11,,1701,NEW,
1878,TSLA,SELL,IOC,421.13,21,,1702,NEW,
1879,MSFT,BUY,LIMIT,402.22,90,,1703,NEW,
1880,MSFT,BUY,ICEBERG,402.15,1316,149,1704,NEW,
1881,AAPL,BUY,LIMIT,256.72,47,,1705,NEW,
1882,NVDA,SELL,LIMIT,183.45,97,,1706,NEW,
1883,NVDA,BUY,LIMIT,183.46,49,,1707,NEW,
1884,AAPL,SELL,LIMIT,256.77,20,,1708,NEW,
1885,AAPL,SELL,MARKET,,17,,1709,NEW,
1886,TSLA,SELL,FOK,421.18,87,,1710,NEW,
1887,TSLA,BUY,LIMIT,420.81,68,,1711,NEW,
1888,AAPL,SELL,LIMIT,256.59,3,,1712,NEW,
1889,SPY,SELL,ICEBERG,681.72,751,84,1713,NEW,
1890,MSFT,BUY,LIMIT,402.15,30,,1714,NEW,
1891,SPY,SELL,LIMIT,681.78,36,,1715,NEW,
1892,NVDA,BUY,LIMIT,183.6,3,,1716,NEW,
1893,AAPL,BUY,LIMIT,256.6,96,,1717,NEW,
1894,MSFT,,,402.31,43,,,AMEND,8
1895,MSFT,BUY,ICEBERG,402.21,1945,125,1718,NEW,
1896,MSFT,SELL,LIMIT,402.4,31,,1719,NEW,
1897,GOOGL,SELL,MARKET,,2,,1720,NEW,
1898,META,,,,,,,CANCEL,249
1899,NVDA,SELL,MARKET,,50,,1721,NEW,
1900,MSFT,SELL,IOC,402.53,52,,1722,NEW,
1901,SPY,,,681.81,221,,,AMEND,247
1902,GOOGL,,,,,,,CANCEL,623
1903,NVDA,SELL,LIMIT,183.58,33,,1723,NEW,
1904,AAPL,,,256.69,62,,,AMEND,1683
1905,AAPL,,,256.68,50,,,AMEND,85
1906,MSFT,BUY,LIMIT,402.47,9,,1724,NEW,
1907,NVDA,SELL,LIMIT,183.65,62,,1725,NEW,
1908,AMZN,SELL,LIMIT,199.71,29,,1726,NEW,
1909,TSLA,,,420.82,60,,,AMEND,1711
1910,GOOGL,SELL,MARKET,,98,,1727,NEW,
1911,META,,,,,,,CANCEL,597
1912,MSFT,BUY,LIMIT,402.55,73,,1728,NEW,
1913,AMZN,SELL,MARKET,,27,,1729,NEW,
1914,AMZN,SELL,MARKET,,13,,1730,NEW,
1915,NVDA,SELL,IOC,183.62,70,,1731,NEW,
1916,NVDA,BUY,LIMIT,183.4,15,,1732,NEW,
1917,AMZN,BUY,IOC,199.66,55,,1733,NEW,
1918,AAPL,BUY,ICEBERG,256.44,821,36,1734,NEW,
1919,GOOGL,SELL,LIMIT,305.24,15,,1735,NEW,
1920,SPY,BUY,LIMIT,681.34,27,,1736,NEW,
1921,MSFT,SELL,LIMIT,402.63,94,,1737,NEW,
1922,NVDA,SELL,LIMIT,183.64,384,,1738,NEW,
1923,NVDA,,,183.63,99,,,AMEND,1077
1924,TSLA,,,,,,,CANCEL,1693
1925,GOOGL,SELL,LIMIT,305.25,22,,1739,NEW,
1926,NVDA,BUY,LIMIT,183.56,95,,1740,NEW,
1927,META,SELL,LIMIT,638.65,29,,1741,NEW,
1928,MSFT,SELL,FOK,402.82,10,,1742,NEW,
1929,AAPL,BUY,LIMIT,256.32,91,,1743,NEW,
1930,NVDA,SELL,MARKET,,42,,1744,NEW,
1931,AAPL,BUY,LIMIT,256.33,69,,1745,NEW,
1932,SPY,SELL,MARKET,,58,,1746,NEW,
1933,GOOGL,BUY,LIMIT,305.17,95,,1747,NEW,
1934,TSLA,,,420.96,13,,,AMEND,581
1935,NVDA,,,183.76,539,,,AMEND,19
1936,TSLA,,,,,,,CANCEL,1488
1937,TSLA,BUY,FOK,420.75,97,,1748,NEW,
1938,NVDA,SELL,LIMIT,183.76,42,,1749,NEW,
1939,TSLA,BUY,LIMIT,420.79,12,,1750,NEW,
1940,AMZN,SELL,LIMIT,199.8,83,,1751,NEW,
1941,NVDA,SELL,FOK,183.74,228,,1752,NEW,
1942,AAPL,SELL,LIMIT,256.43,47,,1753,NEW,
1943,NVDA,SELL,LIMIT,183.86,67,,1754,NEW,
1944,NVDA,,,183.8,96,,,AMEND,289
1945,AMZN,BUY,LIMIT,199.72,358,,1755,NEW,
1946,AMZN,BUY,FOK,199.73,18,,1756,NEW,
1947,NVDA,SELL,FOK,183.88,47,,1757,NEW,
1948,MSFT,BUY,ICEBERG,402.72,1693,74,1758,NEW,
1949,MSFT,,,402.75,68,,,AMEND,89
1950,GOOGL,BUY,LIMIT,305.13,30,,1759,NEW,
1951,SPY,BUY,FOK,681.37,55,,1760,NEW,
1952,AMZN,BUY,LIMIT,199.65,40,,1761,NEW,
1953,AAPL,BUY,LIMIT,256.34,86,,1762,NEW,
1954,AAPL,SELL,MARKET,,29,,1763,NEW,
1955,AAPL,BUY,LIMIT,256.31,64,,1764,NEW,
1956,META,SELL,LIMIT,638.72,11,,1765,NEW,
1957,TSLA,SELL,LIMIT,420.96,67,,1766,NEW,
1958,MSFT,SELL,ICEBERG,402.74,1088,54,1767,NEW,
1959,MSFT,SELL,MARKET,,42,,1768,NEW,
1960,NVDA,,,183.81,1,,,AMEND,514
1961,AMZN,SELL,LIMIT,199.68,57,,1769,NEW,
1962,GOOGL,BUY,LIMIT,305.12,100,,1770,NEW,
1963,SPY,SELL,LIMIT,681.58,37,,1771,NEW,
1964,SPY,SELL,LIMIT,681.68,27,,1772,NEW,
1965,GOOGL,SELL,LIMIT,305.23,53,,1773,NEW,
1966,AMZN,SELL,LIMIT,199.64,54,,1774,NEW,
1967,AMZN,SELL,LIMIT,199.64,90,,1775,NEW,
1968,NVDA,BUY,FOK,183.75,67,,1776,NEW,
1969,AAPL,BUY,ICEBERG,256.35,1446,136,1777,NEW,
1970,SPY,,,681.63,34,,,AMEND,107
1971,MSFT,SELL,ICEBERG,402.54,1393,148,1778,NEW,
1972,SPY,SELL,FOK,681.74,71,,1779,NEW,
1973,GOOGL,,,,,,,CANCEL,73
1974,TSLA,BUY,MARKET,,92,,1780,NEW,
1975,SPY,SELL,LIMIT,681.63,66,,1781,NEW,
1976,GOOGL,,,305.22,32,,,AMEND,751
1977,NVDA,SELL,LIMIT,183.82,69,,1782,NEW,
1978,AAPL,SELL,LIMIT,256.56,13,,1783,NEW,
1979,MSFT,,,402.38,97,,,AMEND,447
1980,GOOGL,SELL,LIMIT,305.29,84,,1784,NEW,
1981,META,SELL,MARKET,,95,,1785,NEW,
1982,NVDA,SELL,LIMIT,183.94,30,,1786,NEW,
1983,AMZN,,,,,,,CANCEL,615
1984,SPY,SELL,FOK,681.72,24,,1787,NEW,
1985,NVDA,SELL,LIMIT,183.93,93,,1788,NEW,
1986,MSFT,BUY,LIMIT,402.47,38,,1789,NEW,
1987,AMZN,,,199.57,1,,,AMEND,1309
1988,AAPL,SELL,ICEBERG,256.59,464,163,1790,NEW,
1989,AAPL,BUY,LIMIT,256.48,446,,1791,NEW,
1990,TSLA,SELL,ICEBERG,421,1713,116,1792,NEW,
1991,SPY,SELL,IOC,681.76,88,,1793,NEW,
1992,NVDA,SELL,LIMIT,183.93,946,,1794,NEW,
1993,MSFT,BUY,LIMIT,402.48,6,,1795,NEW,
1994,AAPL,,,,,,,CANCEL,198
1995,SPY,BUY,LIMIT,681.49,81,,1796,NEW,
1996,TSLA,BUY,LIMIT,420.89,89,,1797,NEW,
1997,MSFT,BUY,MARKET,,88,,1798,NEW,
1998,AAPL,SELL,MARKET,,200,,1799,NEW,
1999,AAPL,BUY,IOC,256.49,75,,1800,NEW,
2000,TSLA,SELL,IOC,421,44,,1801,NEW,
2001,MSFT,SELL,MARKET,,43,,1802,NEW,
2002,MSFT,,,,,,,CANCEL,995
2003,META,BUY,MARKET,,55,,1803,NEW,
2004,AAPL,BUY,IOC,256.4,91,,1804,NEW,
2005,NVDA,BUY,LIMIT,183.79,83,,1805,NEW,
2006,AMZN,BUY,LIMIT,199.6,531,,1806,NEW,
2007,MSFT,SELL,ICEBERG,402.74,1528,13,1807,NEW,
2008,NVDA,SELL,LIMIT,183.8,25,,1808,NEW,
2009,SPY,,,,,,,CANCEL,1169
2010,AAPL,,,,,,,CANCEL,59
2011,AMZN,SELL,LIMIT,199.64,61,,1809,NEW,
2012,AMZN,,,,,,,CANCEL,620
2013,TSLA,,,,,,,CANCEL,465
2014,META,SELL,LIMIT,639.39,44,,1810,NEW,
2015,SPY,BUY,MARKET,,71,,1811,NEW,
2016,MSFT,BUY,ICEBERG,402.61,1795,130,1812,NEW,
2017,TSLA,,,,,,,CANCEL,1766
2018,SPY,,,681.57,39,,,AMEND,166
2019,META,,,639.15,99,,,AMEND,1321
2020,SPY,SELL,FOK,681.6,70,,1813,NEW,
2021,TSLA,,,,,,,CANCEL,1515
2022,NVDA,SELL,MARKET,,80,,1814,NEW,
2023,MSFT,BUY,MARKET,,80,,1815,NEW,
2024,TSLA,SELL,IOC,421.01,51,,1816,NEW,
2025,AMZN,BUY,LIMIT,199.56,45,,1817,NEW,
2026,GOOGL,BUY,MARKET,,57,,1818,NEW,
2027,NVDA,SELL,ICEBERG,183.92,623,19,1819,NEW,
2028,NVDA,BUY,LIMIT,183.92,87,,1820,NEW,
2029,AAPL,SELL,LIMIT,256.51,69,,1821,NEW,
2030,GOOGL,SELL,LIMIT,305.34,43,,1822,NEW,
2031,AAPL,,,,,,,CANCEL,16427
2032,NVDA,,,183.99,904,,,AMEND,1808
2033,AAPL,,,256.43,12,,,AMEND,1476
2034,TSLA,BUY,LIMIT,420.7,68,,1823,NEW,
2035,NVDA,SELL,ICEBERG,183.94,1721,171,1824,NEW,
2036,NVDA,,,183.94,95,,,AMEND,427
2037,SPY,BUY,LIMIT,681.34,37,,1825,NEW,
2038,AMZN,,,199.63,684,,,AMEND,254
2039,AAPL,SELL,MARKET,,41,,1826,NEW,
2040,MSFT,SELL,IOC,402.88,692,,1827,NEW,
2041,SPY,SELL,LIMIT,681.48,58,,1828,NEW,
2042,SPY,BUY,LIMIT,681.22,61,,1829,NEW,
2043,NVDA,SELL,LIMIT,183.9,23,,1830,NEW,
2044,AAPL,SELL,IOC,256.77,51,,1831,NEW,
2045,GOOGL,SELL,ICEBERG,305.43,1064,60,1832,NEW,
2046,AAPL,SELL,LIMIT,256.74,81,,1833,NEW,
2047,SPY,,,681.25,20,,,AMEND,15
2048,AAPL,BUY,ICEBERG,256.66,1529,73,1834,NEW,
2049,TSLA,SELL,ICEBERG,420.83,475,17,1835,NEW,
2050,GOOGL,,,,,,,CANCEL,716
2051,AMZN,BUY,LIMIT,199.55,90,,1836,NEW,
2052,SPY,BUY,LIMIT,681.34,40,,1837,NEW,
2053,TSLA,,,,,,,CANCEL,647
2054,MSFT,SELL,MARKET,,76,,1838,NEW,
2055,AAPL,SELL,ICEBERG,256.73,389,58,1839,NEW,
2056,AAPL,SELL,FOK,256.66,50,,1840,NEW,
2057,MSFT,BUY,LIMIT,402.61,31,,1841,NEW,
2058,MSFT,,,402.63,79,,,AMEND,1135
2059,AMZN,,,,,,,CANCEL,1809
2060,META,,,,,,,CANCEL,961
2061,TSLA,BUY,LIMIT,420.64,53,,1842,NEW,
2062,MSFT,,,,,,,CANCEL,1048
2063,MSFT,SELL,LIMIT,402.53,32,,1843,NEW,
2064,GOOGL,BUY,MARKET,,60,,1844,NEW,
