seq,symbol,side,type,price,qty,peak_qty,order_id,action,ref_id
5785,TSLA,SELL,LIMIT,423.57,8,,4694,NEW,
5786,SPY,SELL,ICEBERG,682.01,451,85,4695,NEW,
5787,AMZN,BUY,ICEBERG,198.79,1519,28,4696,NEW,
5788,AMZN,,,199.08,1906,,,AMEND,3335
5789,AAPL,BUY,LIMIT,253.1,9,,4697,NEW,
5790,META,SELL,IOC,651.1,53,,4698,NEW,
5791,AAPL,BUY,ICEBERG,253.1,1397,136,4699,NEW,
5792,TSLA,,,423.37,201,,,AMEND,1078
5793,GOOGL,,,303.87,59,,,AMEND,583
5794,AAPL,SELL,MARKET,,11,,4700,NEW,
5795,AMZN,,,,,,,CANCEL,909
5796,SPY,SELL,LIMIT,682.21,78,,4701,NEW,
5797,SPY,SELL,MARKET,,88,,4702,NEW,
5798,MSFT,BUY,IOC,405.78,17,,4703,NEW,
5799,NVDA,SELL,LOC,184.1,391,,4704,NEW,
5800,GOOGL,BUY,LIMIT,303.88,89,,4705,NEW,
5801,MSFT,SELL,LOC,405.87,252,,4706,NEW,
5802,NVDA,BUY,FOK,183.98,12,,4707,NEW,
5803,AAPL,SELL,FOK,253.22,42,,4708,NEW,
5804,AAPL,BUY,ICEBERG,253.21,1222,132,4709,NEW,
5805,MSFT,,,,,,,CANCEL,1582
5806,SPY,SELL,LIMIT,682.35,31,,4710,NEW,
5807,TSLA,BUY,LIMIT,423.21,56,,4711,NEW,
5808,META,SELL,ICEBERG,650.96,771,57,4712,NEW,
5809,AMZN,,,,,,,CANCEL,1338
5810,TSLA,BUY,FOK,422.96,81,,4713,NEW,
5811,NVDA,BUY,MARKET,,40,,4714,NEW,
5812,SPY,SELL,IOC,682.41,17,,4715,NEW,
5813,SPY,SELL,FOK,682.34,609,,4716,NEW,
5814,NVDA,BUY,FOK,184.01,12,,4717,NEW,
5815,AAPL,,,,,,,CANCEL,4173
5816,NVDA,SELL,FOK,184.14,11,,4718,NEW,
5817,NVDA,,,,,,,CANCEL,2880
5818,TSLA,,,,,,,CANCEL,3667
5819,AAPL,SELL,IOC,253.36,10,,4719,NEW,
5820,NVDA,BUY,LIMIT,184.09,19,,4720,NEW,
5821,META,,,,,,,CANCEL,1312
5822,META,,,651.08,197,,,AMEND,3779
5823,AAPL,SELL,ICEBERG,253.3,1056,143,4721,NEW,
5824,NVDA,,,,,,,CANCEL,2041
5825,META,,,651.21,36,,,AMEND,1973
5826,MSFT,,,,,,,CANCEL,4411
5827,META,,,,,,,CANCEL,997
5828,TSLA,SELL,ICEBERG,422.81,1409,101,4722,NEW,
5829,AAPL,SELL,LIMIT,253.32,17,,4723,NEW,
5830,SPY,,,681.69,1,,,AMEND,4350
5831,META,,,651.6,55,,,AMEND,2166
5832,MSFT,,CLOSE,,,,,CLOSE,
5833,NVDA,BUY,LIMIT,184.03,116,,4724,NEW,
5834,NVDA,SELL,LIMIT,184.13,34,,4725,NEW,
5835,AMZN,SELL,LIMIT,198.88,57,,4726,NEW,
5836,MSFT,BUY,ICEBERG,405.58,1215,123,4727,NEW,
5837,AAPL,BUY,ICEBERG,253.31,2252,139,4728,NEW,
5838,AMZN,SELL,IOC,198.84,107,,4729,NEW,
5839,META,SELL,ICEBERG,651.68,1378,158,4730,NEW,
5840,AMZN,BUY,FOK,198.71,37,,4731,NEW,
5841,AMZN,BUY,ICEBERG,198.69,2091,20,4732,NEW,
5842,MSFT,BUY,FOK,405.43,46,,4733,NEW,
5843,AMZN,SELL,ICEBERG,198.79,2171,11,4734,NEW,
5844,TSLA,BUY,MARKET,,53,,4735,NEW,
5845,AAPL,BUY,LIMIT,253.26,98,,4736,NEW,
5846,AAPL,SELL,LIMIT,253.37,80,,4737,NEW,
5847,SPY,SELL,FOK,682.31,80,,4738,NEW,
5848,GOOGL,SELL,MARKET,,3,,4739,NEW,
5849,AAPL,SELL,LIMIT,253.25,9,,4740,NEW,
5850,AMZN,SELL,LIMIT,198.77,72,,4741,NEW,
5851,NVDA,,,,,,,CANCEL,2850
5852,GOOGL,BUY,LOC,303.71,10,,4742,NEW,
5853,AAPL,,,253.16,278,,,AMEND,3748
5854,AMZN,SELL,IOC,198.87,29,,4743,NEW,
5855,META,BUY,LIMIT,651.42,71,,4744,NEW,
5856,SPY,SELL,LOC,682.39,78,,4745,NEW,
5857,AAPL,BUY,LIMIT,253.09,113,,4746,NEW,
5858,GOOGL,,,,,,,CANCEL,474
5859,AAPL,BUY,ICEBERG,252.99,2565,209,4747,NEW,
5860,NVDA,SELL,LIMIT,184.15,49,,4748,NEW,
5861,GOOGL,SELL,ICEBERG,303.87,2331,84,4749,NEW,
5862,AMZN,SELL,MARKET,,104,,4750,NEW,
5863,SPY,,,682.11,173,,,AMEND,3549
5864,TSLA,BUY,LIMIT,422.72,97,,4751,NEW,
5865,META,BUY,LOC,651.38,46,,4752,NEW,
5866,AAPL,,,,,,,CANCEL,679
5867,SPY,,,,,,,CANCEL,2878
5868,AMZN,,,,,,,CANCEL,4088
5869,AMZN,SELL,MARKET,,112,,4753,NEW,
5870,AAPL,BUY,ICEBERG,253.01,914,155,4754,NEW,
5871,AAPL,,,,,,,CANCEL,1016
5872,MSFT,SELL,FOK,405.62,75,,4755,NEW,
5873,NVDA,SELL,LOC,184.08,99,,4756,NEW,
5874,AAPL,SELL,LIMIT,253.02,83,,4757,NEW,
5875,META,,,,,,,CANCEL,3717
5876,AMZN,BUY,LIMIT,198.77,119,,4758,NEW,
5877,SPY,,,,,,,CANCEL,486
5878,MSFT,,,405.48,24,,,AMEND,916
5879,AAPL,,,,,,,CANCEL,29743
5880,AMZN,SELL,LIMIT,198.79,15,,4759,NEW,
5881,AMZN,SELL,LOC,198.78,17,,4760,NEW,
5882,META,BUY,LIMIT,651.51,917,,4761,NEW,
5883,TSLA,BUY,LOC,422.58,87,,4762,NEW,
5884,NVDA,BUY,IOC,184.01,80,,4763,NEW,
5885,NVDA,,,184.12,1785,,,AMEND,4042
5886,SPY,SELL,ICEBERG,682.27,1204,117,4764,NEW,
5887,MSFT,,,,,,,CANCEL,2432
5888,AAPL,SELL,MARKET,,69,,4765,NEW,
5889,GOOGL,SELL,MOC,,17,,4766,NEW,
5890,AAPL,,,,,,,CANCEL,2184
5891,MSFT,SELL,LIMIT,405.44,30,,4767,NEW,
5892,TSLA,BUY,MARKET,,1584,,4768,NEW,
5893,AAPL,SELL,LIMIT,253.13,6,,4769,NEW,
5894,NVDA,SELL,LOC,184.1,527,,4770,NEW,
5895,GOOGL,BUY,LOC,303.76,56,,4771,NEW,
5896,AMZN,BUY,ICEBERG,198.72,2796,132,4772,NEW,
5897,NVDA,SELL,MARKET,,25,,4773,NEW,
5898,AAPL,,,253.13,598,,,AMEND,4231
5899,TSLA,SELL,LIMIT,422.83,1095,,4774,NEW,
5900,META,SELL,ICEBERG,651.74,2831,123,4775,NEW,
5901,AMZN,,,198.8,241,,,AMEND,3822
5902,AMZN,,CLOSE,,,,,CLOSE,
5903,AAPL,,,253.16,18,,,AMEND,2002
5904,MSFT,,,,,,,CANCEL,1033
5905,META,SELL,LOC,651.74,21,,4776,NEW,
5906,NVDA,BUY,LIMIT,184.13,102,,4777,NEW,
5907,TSLA,SELL,ICEBERG,422.62,2054,133,4778,NEW,
5908,SPY,BUY,ICEBERG,681.97,480,225,4779,NEW,
5909,TSLA,SELL,MARKET,,85,,4780,NEW,
5910,META,,,,,,,CANCEL,802
5911,TSLA,,,422.68,10,,,AMEND,644
5912,GOOGL,,,,,,,CANCEL,2656
5913,AAPL,SELL,IOC,253.2,20,,4781,NEW,
5914,AAPL,BUY,LIMIT,253.09,27,,4782,NEW,
5915,TSLA,BUY,ICEBERG,422.29,2327,126,4783,NEW,
5916,NVDA,SELL,LOC,184.12,4,,4784,NEW,
5917,AAPL,,,,,,,CANCEL,1364
5918,TSLA,SELL,LIMIT,422.27,106,,4785,NEW,
5919,MSFT,SELL,FOK,405.51,6,,4786,NEW,
5920,META,BUY,LIMIT,652.02,1451,,4787,NEW,
5921,MSFT,,CLOSE,,,,,CLOSE,
5922,MSFT,,CLOSE,,,,,CLOSE,
5923,GOOGL,SELL,IOC,303.77,49,,4788,NEW,
5924,AAPL,SELL,MARKET,,94,,4789,NEW,
5925,AMZN,SELL,ICEBERG,198.76,2477,79,4790,NEW,
5926,TSLA,BUY,LIMIT,422.2,1942,,4791,NEW,
5927,MSFT,SELL,MOC,,105,,4792,NEW,
5928,NVDA,BUY,ICEBERG,184.06,1693,118,4793,NEW,
5929,TSLA,,,,,,,CANCEL,476
5930,SPY,,,,,,,CANCEL,4206
5931,MSFT,BUY,FOK,405.19,101,,4794,NEW,
5932,AAPL,SELL,MARKET,,30,,4795,NEW,
5933,AAPL,BUY,LIMIT,253.13,34,,4796,NEW,
5934,NVDA,,,,,,,CANCEL,2006
5935,AAPL,,,255.01,1881,,,AMEND,1123
5936,GOOGL,SELL,IOC,303.74,22,,4797,NEW,
5937,AAPL,,,253.06,52,,,AMEND,1029
5938,NVDA,,,184.84,1709,,,AMEND,2891
5939,SPY,SELL,LIMIT,682.37,32,,4798,NEW,
5940,MSFT,SELL,LIMIT,405.5,117,,4799,NEW,
5941,SPY,SELL,FOK,682.58,49,,4800,NEW,
5942,GOOGL,BUY,FOK,303.57,9,,4801,NEW,
5943,MSFT,,,,,,,CANCEL,3641
5944,AAPL,BUY,FOK,253.09,114,,4802,NEW,
5945,NVDA,SELL,LIMIT,184.04,1403,,4803,NEW,
5946,GOOGL,SELL,LOC,303.67,2,,4804,NEW,
5947,AMZN,,,198.09,1,,,AMEND,732
5948,NVDA,BUY,LIMIT,183.93,42,,4805,NEW,
5949,TSLA,BUY,FOK,422.17,28,,4806,NEW,
5950,TSLA,BUY,LIMIT,422.25,119,,4807,NEW,
5951,NVDA,,,,,,,CANCEL,2252
5952,AAPL,BUY,ICEBERG,252.96,1409,30,4808,NEW,
5953,MSFT,SELL,FOK,405.58,40,,4809,NEW,
5954,AAPL,BUY,FOK,252.91,25,,4810,NEW,
5955,NVDA,BUY,FOK,183.86,111,,4811,NEW,
5956,AAPL,SELL,ICEBERG,252.93,346,199,4812,NEW,
5957,AAPL,SELL,MARKET,,27,,4813,NEW,
5958,NVDA,BUY,LIMIT,183.87,65,,4814,NEW,
5959,AAPL,SELL,MARKET,,117,,4815,NEW,
5960,TSLA,BUY,IOC,422.1,111,,4816,NEW,
5961,SPY,SELL,LIMIT,682.51,23,,4817,NEW,
5962,AMZN,SELL,LIMIT,198.69,110,,4818,NEW,
5963,GOOGL,BUY,IOC,303.53,8,,4819,NEW,
5964,MSFT,BUY,IOC,405.35,88,,4820,NEW,
5965,META,,CLOSE,,,,,CLOSE,
5966,AMZN,,CLOSE,,,,,CLOSE,
5967,SPY,BUY,LIMIT,682.28,1448,,4821,NEW,
5968,AAPL,BUY,LIMIT,252.85,41,,4822,NEW,
5969,NVDA,,,184.88,143,,,AMEND,3131
5970,NVDA,BUY,FOK,183.86,114,,4823,NEW,
5971,GOOGL,,,,,,,CANCEL,3861
5972,NVDA,BUY,LIMIT,183.89,733,,4824,NEW,
5973,TSLA,SELL,FOK,422.15,55,,4825,NEW,
5974,SPY,,,,,,,CANCEL,2371
5975,NVDA,SELL,ICEBERG,183.79,1879,45,4826,NEW,
5976,AAPL,SELL,LIMIT,252.98,110,,4827,NEW,
5977,META,,,652.14,61,,,AMEND,4395
5978,AMZN,BUY,FOK,198.61,22,,4828,NEW,
5979,GOOGL,,CLOSE,,,,,CLOSE,
5980,TSLA,SELL,FOK,422.07,89,,4829,NEW,
5981,NVDA,SELL,MARKET,,445,,4830,NEW,
5982,AAPL,,,253,93,,,AMEND,1107
5983,MSFT,SELL,FOK,405.5,66,,4831,NEW,
5984,NVDA,SELL,MARKET,,64,,4832,NEW,
5985,SPY,SELL,LIMIT,682.44,15,,4833,NEW,
5986,NVDA,SELL,LIMIT,183.89,80,,4834,NEW,
5987,MSFT,,,,,,,CANCEL,12
5988,SPY,BUY,MOC,,612,,4835,NEW,
5989,TSLA,SELL,LIMIT,422.02,3,,4836,NEW,
5990,AAPL,SELL,MARKET,,47,,4837,NEW,
5991,GOOGL,,,,,,,CANCEL,585
5992,SPY,BUY,LIMIT,682.08,23,,4838,NEW,
5993,GOOGL,BUY,ICEBERG,303.44,1034,137,4839,NEW,
5994,NVDA,BUY,LOC,183.82,52,,4840,NEW,
5995,TSLA,,,,,,,CANCEL,4461
5996,GOOGL,SELL,MARKET,,72,,4841,NEW,
5997,AAPL,SELL,LIMIT,253.08,102,,4842,NEW,
5998,MSFT,BUY,LIMIT,405.52,74,,4843,NEW,
5999,SPY,BUY,LIMIT,682.1,5,,4844,NEW,
6000,TSLA,,,421.14,238,,,AMEND,2951
6001,NVDA,BUY,LIMIT,183.87,32,,4845,NEW,
6002,NVDA,SELL,LIMIT,183.86,45,,4846,NEW,
6003,TSLA,SELL,LIMIT,421.59,85,,4847,NEW,
6004,GOOGL,,,304.25,56,,,AMEND,3813
6005,MSFT,BUY,ICEBERG,405.57,964,69,4848,NEW,
6006,AAPL,SELL,ICEBERG,253.05,1459,210,4849,NEW,
6007,TSLA,,,423.43,824,,,AMEND,4531
6008,META,SELL,IOC,652.22,27,,4850,NEW,
6009,AAPL,SELL,LIMIT,253.09,103,,4851,NEW,
6010,MSFT,,CLOSE,,,,,CLOSE,
6011,NVDA,BUY,LIMIT,183.83,325,,4852,NEW,
6012,GOOGL,,,303.62,1949,,,AMEND,394
6013,AAPL,SELL,LOC,252.98,87,,4853,NEW,
6014,NVDA,BUY,MARKET,,77,,4854,NEW,
6015,SPY,SELL,LIMIT,682.45,99,,4855,NEW,
6016,AAPL,BUY,IOC,252.86,90,,4856,NEW,
6017,MSFT,SELL,LIMIT,405.65,76,,4857,NEW,
6018,TSLA,BUY,MARKET,,52,,4858,NEW,
6019,GOOGL,SELL,LIMIT,303.75,104,,4859,NEW,
6020,META,SELL,LIMIT,652.56,47,,4860,NEW,
6021,GOOGL,BUY,LIMIT,303.67,53,,4861,NEW,
6022,GOOGL,SELL,IOC,303.81,69,,4862,NEW,
6023,GOOGL,BUY,MARKET,,69,,4863,NEW,
6024,MSFT,SELL,FOK,405.72,24,,4864,NEW,
6025,TSLA,SELL,ICEBERG,421.19,2517,101,4865,NEW,
6026,META,SELL,LIMIT,652.61,120,,4866,NEW,
6027,GOOGL,SELL,IOC,304.04,23,,4867,NEW,
6028,MSFT,BUY,ICEBERG,405.65,1702,88,4868,NEW,
6029,NVDA,SELL,LIMIT,184.02,65,,4869,NEW,
6030,AAPL,SELL,LIMIT,252.9,82,,4870,NEW,
6031,AAPL,SELL,IOC,252.87,71,,4871,NEW,
6032,MSFT,SELL,LIMIT,405.78,65,,4872,NEW,
6033,NVDA,SELL,LIMIT,184.01,29,,4873,NEW,
6034,SPY,SELL,IOC,682.39,1846,,4874,NEW,
6035,AAPL,SELL,LIMIT,252.68,80,,4875,NEW,
6036,AAPL,BUY,LIMIT,252.69,118,,4876,NEW,
6037,AMZN,SELL,ICEBERG,198.66,1081,96,4877,NEW,
6038,AMZN,SELL,LIMIT,198.72,10,,4878,NEW,
6039,TSLA,BUY,LIMIT,420.95,2,,4879,NEW,
6040,SPY,SELL,LIMIT,682.41,108,,4880,NEW,
6041,NVDA,,,183.99,38,,,AMEND,2373
6042,AMZN,,,198.7,1271,,,AMEND,186
6043,NVDA,BUY,LIMIT,183.83,18,,4881,NEW,
6044,META,BUY,LIMIT,652.26,23,,4882,NEW,
6045,GOOGL,BUY,LIMIT,303.93,42,,4883,NEW,
6046,AMZN,,,,,,,CANCEL,3184
6047,AMZN,,,,,,,CANCEL,3321
6048,NVDA,SELL,MARKET,,1130,,4884,NEW,
6049,SPY,BUY,FOK,682.1,15,,4885,NEW,
6050,AMZN,SELL,ICEBERG,198.65,1215,72,4886,NEW,
6051,GOOGL,BUY,LIMIT,303.86,36,,4887,NEW,
6052,TSLA,BUY,LIMIT,421.06,117,,4888,NEW,
6053,META,BUY,IOC,652.19,92,,4889,NEW,
6054,AAPL,BUY,LIMIT,252.66,63,,4890,NEW,
6055,GOOGL,BUY,LIMIT,303.76,49,,4891,NEW,
6056,AAPL,SELL,ICEBERG,252.75,2304,147,4892,NEW,
6057,AAPL,SELL,ICEBERG,252.78,1997,38,4893,NEW,
6058,META,BUY,IOC,651.95,87,,4894,NEW,
6059,TSLA,,,,,,,CANCEL,2223
6060,AAPL,SELL,ICEBERG,252.83,1014,211,4895,NEW,
6061,MSFT,SELL,LOC,405.75,100,,4896,NEW,
6062,NVDA,BUY,ICEBERG,184.09,1316,38,4897,NEW,
6063,AAPL,SELL,FOK,252.79,73,,4898,NEW,
6064,SPY,SELL,LIMIT,682.47,63,,4899,NEW,
6065,MSFT,SELL,LOC,405.76,86,,4900,NEW,
6066,MSFT,SELL,ICEBERG,405.82,1852,114,4901,NEW,
6067,AAPL,BUY,LIMIT,252.65,109,,4902,NEW,
6068,GOOGL,BUY,FOK,303.82,4,,4903,NEW,
6069,GOOGL,SELL,LIMIT,303.83,39,,4904,NEW,
6070,NVDA,SELL,IOC,184.17,23,,4905,NEW,
6071,SPY,SELL,LIMIT,682.43,21,,4906,NEW,
6072,AMZN,BUY,MOC,,71,,4907,NEW,
6073,MSFT,,,,,,,CANCEL,1335
6074,NVDA,SELL,FOK,184.13,117,,4908,NEW,
6075,AMZN,SELL,ICEBERG,198.71,2502,250,4909,NEW,
6076,MSFT,,,,,,,CANCEL,799
6077,AMZN,,,198.52,1829,,,AMEND,2009
6078,AAPL,SELL,LIMIT,252.78,30,,4910,NEW,
6079,META,SELL,FOK,652.26,71,,4911,NEW,
6080,MSFT,BUY,IOC,405.58,75,,4912,NEW,
6081,AAPL,SELL,MOC,,90,,4913,NEW,
6082,AMZN,SELL,LIMIT,198.73,100,,4914,NEW,
6083,AAPL,SELL,LIMIT,252.71,85,,4915,NEW,
6084,SPY,,,,,,,CANCEL,3192
6085,SPY,BUY,LIMIT,682.11,108,,4916,NEW,
6086,MSFT,,,,,,,CANCEL,4872
6087,NVDA,BUY,LIMIT,184.02,32,,4917,NEW,
6088,GOOGL,,,303.81,623,,,AMEND,4579
6089,MSFT,BUY,LIMIT,405.7,101,,4918,NEW,
6090,MSFT,SELL,LIMIT,405.96,74,,4919,NEW,
6091,NVDA,BUY,LIMIT,184.06,222,,4920,NEW,
6092,SPY,BUY,ICEBERG,681.91,1560,63,4921,NEW,
6093,TSLA,SELL,FOK,421.46,1435,,4922,NEW,
6094,AMZN,BUY,IOC,198.58,95,,4923,NEW,
6095,SPY,,,,,,,CANCEL,2218
6096,META,BUY,MARKET,,63,,4924,NEW,
6097,GOOGL,,,,,,,CANCEL,2342
6098,META,,,652.1,1,,,AMEND,3231
6099,MSFT,,,404.57,2564,,,AMEND,1617
6100,GOOGL,SELL,ICEBERG,303.85,1466,221,4925,NEW,
6101,GOOGL,SELL,FOK,303.72,83,,4926,NEW,
6102,MSFT,BUY,ICEBERG,405.82,2320,47,4927,NEW,
6103,TSLA,BUY,LIMIT,421.35,91,,4928,NEW,
6104,GOOGL,SELL,ICEBERG,303.74,2956,113,4929,NEW,
6105,MSFT,BUY,LIMIT,405.78,58,,4930,NEW,
6106,TSLA,BUY,MARKET,,56,,4931,NEW,
6107,GOOGL,BUY,ICEBERG,303.67,2811,238,4932,NEW,
6108,TSLA,,,421.57,1,,,AMEND,774
6109,GOOGL,BUY,MARKET,,96,,4933,NEW,
6110,TSLA,BUY,LIMIT,421.71,118,,4934,NEW,
6111,META,BUY,IOC,652.05,27,,4935,NEW,
6112,AAPL,BUY,IOC,252.59,96,,4936,NEW,
6113,MSFT,SELL,MARKET,,58,,4937,NEW,
6114,GOOGL,,,303.74,296,,,AMEND,146
6115,NVDA,,,183.12,1249,,,AMEND,54
6116,GOOGL,SELL,FOK,303.84,1097,,4938,NEW,
6117,META,BUY,MARKET,,98,,4939,NEW,
6118,META,SELL,LIMIT,652.4,467,,4940,NEW,
6119,GOOGL,,,303.79,1697,,,AMEND,3614
6120,GOOGL,,,,,,,CANCEL,4229
6121,TSLA,SELL,MARKET,,70,,4941,NEW,
6122,NVDA,BUY,LIMIT,184.11,24,,4942,NEW,
6123,NVDA,BUY,LIMIT,184.11,713,,4943,NEW,
6124,META,SELL,ICEBERG,652.28,1053,179,4944,NEW,
6125,META,SELL,MARKET,,67,,4945,NEW,
6126,NVDA,SELL,MOC,,2,,4946,NEW,
6127,SPY,BUY,IOC,682.18,81,,4947,NEW,
6128,GOOGL,SELL,ICEBERG,303.79,1989,229,4948,NEW,
6129,NVDA,,,184.2,2831,,,AMEND,2401
6130,NVDA,,,183.53,129,,,AMEND,1908
6131,MSFT,BUY,IOC,405.44,26,,4949,NEW,
6132,MSFT,BUY,LIMIT,405.49,57,,4950,NEW,
6133,SPY,BUY,ICEBERG,682.22,315,134,4951,NEW,
6134,GOOGL,SELL,ICEBERG,303.78,1757,149,4952,NEW,
6135,MSFT,BUY,ICEBERG,405.5,581,130,4953,NEW,
6136,SPY,SELL,MARKET,,3,,4954,NEW,
6137,AMZN,BUY,LIMIT,198.54,86,,4955,NEW,
6138,MSFT,,,,,,,CANCEL,2581
6139,NVDA,,,,,,,CANCEL,2567
6140,MSFT,,,402.93,92,,,AMEND,726
6141,NVDA,BUY,LIMIT,184.17,56,,4956,NEW,
6142,AAPL,SELL,MARKET,,118,,4957,NEW,
6143,AMZN,SELL,LIMIT,198.7,90,,4958,NEW,
6144,TSLA,SELL,FOK,421.54,120,,4959,NEW,
6145,AAPL,SELL,MARKET,,52,,4960,NEW,
6146,META,BUY,LIMIT,652.08,27,,4961,NEW,
6147,AMZN,BUY,FOK,198.65,87,,4962,NEW,
6148,NVDA,,,184.32,23,,,AMEND,4152
6149,TSLA,BUY,ICEBERG,421.26,2100,245,4963,NEW,
6150,SPY,BUY,LIMIT,682.03,105,,4964,NEW,
6151,NVDA,BUY,LIMIT,184.41,86,,4965,NEW,
6152,TSLA,SELL,FOK,421.3,109,,4966,NEW,
6153,SPY,,,681.83,200,,,AMEND,300
6154,SPY,,,,,,,CANCEL,4402
6155,SPY,,,681.82,83,,,AMEND,1064
6156,NVDA,SELL,IOC,184.43,72,,4967,NEW,
6157,AMZN,SELL,IOC,198.74,120,,4968,NEW,
6158,META,SELL,MARKET,,47,,4969,NEW,
6159,AAPL,BUY,MARKET,,1743,,4970,NEW,
6160,AAPL,SELL,MARKET,,102,,4971,NEW,
6161,NVDA,BUY,ICEBERG,184.34,445,246,4972,NEW,
6162,AAPL,,CLOSE,,,,,CLOSE,
6163,META,SELL,IOC,652.05,97,,4973,NEW,
6164,TSLA,,,421.29,467,,,AMEND,2851
6165,AMZN,BUY,ICEBERG,198.66,2717,237,4974,NEW,
6166,SPY,BUY,MARKET,,71,,4975,NEW,
6167,META,SELL,ICEBERG,652.28,990,248,4976,NEW,
6168,TSLA,BUY,MARKET,,20,,4977,NEW,
6169,SPY,SELL,FOK,682.22,2,,4978,NEW,
6170,GOOGL,,,303.63,38,,,AMEND,2679
6171,AAPL,BUY,ICEBERG,252.33,1684,148,4979,NEW,
6172,MSFT,,,,,,,CANCEL,464
6173,MSFT,BUY,LIMIT,405.43,1913,,4980,NEW,
6174,AAPL,BUY,LIMIT,252.48,100,,4981,NEW,
6175,AMZN,BUY,MOC,,120,,4982,NEW,
6176,GOOGL,SELL,FOK,303.73,49,,4983,NEW,
6177,META,BUY,ICEBERG,652.39,2014,11,4984,NEW,
6178,META,,,,,,,CANCEL,3741
6179,MSFT,,,405.58,28,,,AMEND,856
6180,SPY,BUY,FOK,682.04,6,,4985,NEW,
6181,AMZN,SELL,IOC,198.63,117,,4986,NEW,
6182,AAPL,SELL,LOC,252.57,28,,4987,NEW,
6183,NVDA,BUY,MOC,,107,,4988,NEW,
6184,META,SELL,IOC,652.54,28,,4989,NEW,
6185,AMZN,SELL,LIMIT,198.63,29,,4990,NEW,
6186,TSLA,BUY,LIMIT,420.88,116,,4991,NEW,
6187,NVDA,BUY,LOC,184.33,46,,4992,NEW,
6188,MSFT,,,405.81,196,,,AMEND,2620
6189,MSFT,,CLOSE,,,,,CLOSE,
6190,AAPL,,,,,,,CANCEL,48
6191,SPY,BUY,LIMIT,681.86,44,,4993,NEW,
6192,MSFT,,,,,,,CANCEL,4087
6193,GOOGL,BUY,IOC,303.6,93,,4994,NEW,
6194,AAPL,BUY,ICEBERG,252.39,603,240,4995,NEW,
6195,AMZN,SELL,LIMIT,198.67,31,,4996,NEW,
6196,GOOGL,BUY,LIMIT,303.61,223,,4997,NEW,
6197,AAPL,,,252.44,1,,,AMEND,741
6198,AMZN,SELL,IOC,198.67,45,,4998,NEW,
6199,META,SELL,IOC,652.39,24,,4999,NEW,
6200,NVDA,,,184.3,53,,,AMEND,170
6201,SPY,BUY,LOC,681.83,82,,5000,NEW,
6202,GOOGL,SELL,IOC,303.71,30,,5001,NEW,
6203,NVDA,,,182.98,188,,,AMEND,1240
6204,NVDA,BUY,FOK,184.19,40,,5002,NEW,
6205,SPY,BUY,IOC,681.72,78,,5003,NEW,
6206,AAPL,SELL,MARKET,,86,,5004,NEW,
6207,SPY,SELL,LIMIT,682,39,,5005,NEW,
6208,GOOGL,,,,,,,CANCEL,4226
6209,META,BUY,LOC,652.17,86,,5006,NEW,
6210,SPY,BUY,LIMIT,681.66,10,,5007,NEW,
6211,MSFT,,,,,,,CANCEL,3305
6212,AAPL,BUY,MARKET,,929,,5008,NEW,
6213,AAPL,BUY,LIMIT,252.31,284,,5009,NEW,
6214,TSLA,SELL,LIMIT,420.96,96,,5010,NEW,
6215,TSLA,,,,,,,CANCEL,2758
6216,NVDA,SELL,ICEBERG,184.27,2146,43,5011,NEW,
6217,META,SELL,MARKET,,110,,5012,NEW,
6218,NVDA,BUY,LIMIT,184.13,8,,5013,NEW,
6219,SPY,,,,,,,CANCEL,2662
6220,NVDA,,,,,,,CANCEL,56151
6221,GOOGL,BUY,MOC,,92,,5014,NEW,
6222,NVDA,SELL,LIMIT,184.14,50,,5015,NEW,
6223,AAPL,,,,,,,CANCEL,616
6224,META,,,652.16,9,,,AMEND,76
6225,AMZN,,,198.72,968,,,AMEND,1588
6226,AAPL,,,,,,,CANCEL,4090
6227,TSLA,BUY,LIMIT,420.75,38,,5016,NEW,
6228,GOOGL,BUY,IOC,303.64,9,,5017,NEW,
6229,NVDA,SELL,MARKET,,88,,5018,NEW,
6230,SPY,SELL,ICEBERG,681.91,304,183,5019,NEW,
6231,META,SELL,IOC,652.4,59,,5020,NEW,
6232,NVDA,SELL,LIMIT,184.15,87,,5021,NEW,
6233,SPY,,,,,,,CANCEL,78
6234,NVDA,BUY,IOC,184.05,705,,5022,NEW,
6235,META,SELL,ICEBERG,652.3,1253,179,5023,NEW,
6236,AAPL,,,252.41,1619,,,AMEND,4979
6237,AMZN,,,198.67,1965,,,AMEND,4456
6238,AMZN,SELL,LIMIT,198.62,9,,5024,NEW,
6239,AMZN,SELL,FOK,198.65,5,,5025,NEW,
6240,AAPL,SELL,LOC,252.39,78,,5026,NEW,
6241,MSFT,,,,,,,CANCEL,19
6242,MSFT,BUY,LIMIT,405.69,112,,5027,NEW,
6243,MSFT,SELL,LIMIT,405.79,974,,5028,NEW,
6244,AMZN,BUY,LOC,198.59,119,,5029,NEW,
6245,MSFT,,CLOSE,,,,,CLOSE,
6246,AAPL,BUY,MARKET,,19,,5030,NEW,
6247,META,BUY,LOC,652.04,34,,5031,NEW,
6248,SPY,SELL,LIMIT,681.93,1783,,5032,NEW,
6249,META,SELL,LIMIT,652.05,959,,5033,NEW,
6250,TSLA,,,420.75,1,,,AMEND,1189
6251,GOOGL,SELL,ICEBERG,303.78,1601,69,5034,NEW,
6252,MSFT,,,405.88,1649,,,AMEND,1204
